bab_order,bab_label,bab_title,fasl,article_title,article_number,article_number_label,article_number_int,article_text,source_url,searchable_text,text_len,article_status
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة الثانية والعشرون بعد المائة:,الثانية والعشرون بعد المائة,122,122,على كل صاحب عمل أن يتخذ الاحتياطات اللازمة لحماية العمال من الأخطار ، والأمراض الناجمة عن العمل ، والآلات المستعملة ، ووقاية العمل وسلامته . وعليه أن يعلن في مكان ظاهر في المنشأة التعليمات الخاصة بسلامة العمل والعمال ، وذلك باللغة العربية وبأي لغة أخرى يفهمها العمالعند الاقتضاء . ولا يجوز لصاحب العمل أن يحمّل العمال أو يقتطع من أجورهم أي مبلغ لقاء توفير هذه الحماية .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة الثانية والعشرون بعد المائة: - على كل صاحب عمل أن يتخذ الاحتياطات اللازمة لحماية العمال من الأخطار ، والأمراض الناجمة عن العمل ، والآلات المستعملة ، ووقاية العمل وسلامته . وعليه أن يعلن في مكان ظاهر في المنشأة التعليمات الخاصة بسلامة العمل والعمال ، وذلك باللغة العربية وبأي لغة أخرى يفهمها العمالعند الاقتضاء . ولا يجوز لصاحب العمل أن يحمّل العمال أو يقتطع من أجورهم أي مبلغ لقاء توفير هذه الحماية .,369,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة الثالثة والعشرون بعد المائة:,الثالثة والعشرون بعد المائة,123,123,على صاحب العمل إحاطة العامل قبل مزاولة العمل بمخاطر مهنته ، وإلزامه باستعمال وسائل الوقاية المقررة لها ، وعليه أن يوفر أدوات الوقاية الشخصية المناسبة للعمال ، وتدريبهم على استخدامها .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة الثالثة والعشرون بعد المائة: - على صاحب العمل إحاطة العامل قبل مزاولة العمل بمخاطر مهنته ، وإلزامه باستعمال وسائل الوقاية المقررة لها ، وعليه أن يوفر أدوات الوقاية الشخصية المناسبة للعمال ، وتدريبهم على استخدامها .,183,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة الرابعة والعشرون بعد المائة:,الرابعة والعشرون بعد المائة,124,124,على العامل أن يستعمل الوسائل الوقائية المخصصة لكل عملية ، وأن يحافظ عليها ، وأن ينفذ التعليمات الموضوعة للمحافظة على صحته ووقايته من الإصابات والأمراض . وعليه أن يمتنع عن ارتكاب أي فعل أو تقصير يتسبب عنه عدم تنفيذ التعليمات ، أو إساءة استعمال الوسائل المعدة لحماية مقر العمل وصحة العمال المشتغلين معه وسلامتهم أو تعطيلها .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة الرابعة والعشرون بعد المائة: - على العامل أن يستعمل الوسائل الوقائية المخصصة لكل عملية ، وأن يحافظ عليها ، وأن ينفذ التعليمات الموضوعة للمحافظة على صحته ووقايته من الإصابات والأمراض . وعليه أن يمتنع عن ارتكاب أي فعل أو تقصير يتسبب عنه عدم تنفيذ التعليمات ، أو إساءة استعمال الوسائل المعدة لحماية مقر العمل وصحة العمال المشتغلين معه وسلامتهم أو تعطيلها .,322,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة الخامسة والعشرون بعد المائة:,الخامسة والعشرون بعد المائة,125,125,على صاحب العمل أن يتخذ الاحتياطات اللازمة للوقاية من الحريق ، وتهيئة الوسائل الفنية لمكافحته ، بما في ذلك تأمين منافذ للنجاة ، وجعلها صالحة للاستعمال في أي وقت ، وأن يعلق في مكان ظاهر من أماكن العمل تعليمات مفصلة بشأن وسائل منع الحريق.,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة الخامسة والعشرون بعد المائة: - على صاحب العمل أن يتخذ الاحتياطات اللازمة للوقاية من الحريق ، وتهيئة الوسائل الفنية لمكافحته ، بما في ذلك تأمين منافذ للنجاة ، وجعلها صالحة للاستعمال في أي وقت ، وأن يعلق في مكان ظاهر من أماكن العمل تعليمات مفصلة بشأن وسائل منع الحريق.,235,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة السادسة والعشرون بعد المائة:,السادسة والعشرون بعد المائة,126,126,صاحب العمل مسئول عن الطوارئ والحوادث التي يصاب بها أشخاص آخرون غير عماله ، ممن يدخلون أماكن العمل بحكم الوظيفة ، أو بموافقة صاحب العمل أو وكلائه ، إذا كانت بسبب إهمال اتخاذ الاحتياطات الفنية التي يتطلبها نوع عمله . وعليه أن يعوضهم عما يصيبهم من عطل وضرر حسب الأنظمة العامة .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة السادسة والعشرون بعد المائة: - صاحب العمل مسئول عن الطوارئ والحوادث التي يصاب بها أشخاص آخرون غير عماله ، ممن يدخلون أماكن العمل بحكم الوظيفة ، أو بموافقة صاحب العمل أو وكلائه ، إذا كانت بسبب إهمال اتخاذ الاحتياطات الفنية التي يتطلبها نوع عمله . وعليه أن يعوضهم عما يصيبهم من عطل وضرر حسب الأنظمة العامة .,274,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة السابعة والعشرون بعد المائة:,السابعة والعشرون بعد المائة,127,127,تطبق أحكام هذا الفصل على المنشآت ذات المخاطر الكبرى .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة السابعة والعشرون بعد المائة: - تطبق أحكام هذا الفصل على المنشآت ذات المخاطر الكبرى .,53,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة الثامنة والعشرون بعد المائة:,الثامنة والعشرون بعد المائة,128,128,"تعني عبارة ""المنشأة ذات المخاطر الكبرى"" : المنشأة التي تقوم بشكل دائم أو مؤقت بإنتاج مادة أو أكثر من المواد الخطرة أو فئات من هذه المواد أو تجهيزها أو استبعادها أو مناولتها أو استخدامها أو تخزينها بكميات تتجاوز المعايير المسموح بها ، والتي يؤدي تجاوزها إلى إدراج المنشأة في عداد منشآت المخاطر الكبرى . تعني عبارة ""مادة خطرة"": أي مادة أو مزيج من المواد يشكل خطورة بحكم خواصه الكيماوية أو الفيزيائية أو السمية إما وحده أو في تركيب مع غيره . تعني عبارة ""حادث كبير"": أي حادث فجائي مثل : التسرب الكبير ، أو الحريق ، أو الانفجار في مجرى نشاط داخل منشأة ذات مخاطر كبرى ، ويتضمن مادة خطرة أو أكثر ، ويؤدي إلى خطر أكبر على العمال أو الجمهور أو البيئة عاجلاً أو آجلاً .",https://www.hrsd.gov.sa/node/5576022,"الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة الثامنة والعشرون بعد المائة: - تعني عبارة ""المنشأة ذات المخاطر الكبرى"" : المنشأة التي تقوم بشكل دائم أو مؤقت بإنتاج مادة أو أكثر من المواد الخطرة أو فئات من هذه المواد أو تجهيزها أو استبعادها أو مناولتها أو استخدامها أو تخزينها بكميات تتجاوز المعايير المسموح بها ، والتي يؤدي تجاوزها إلى إدراج المنشأة في عداد منشآت المخاطر الكبرى . تعني عبارة ""مادة خطرة"": أي مادة أو مزيج من المواد يشكل خطورة بحكم خواصه الكيماوية أو الفيزيائية أو السمية إما وحده أو في تركيب مع غيره . تعني عبارة ""حادث كبير"": أي حادث فجائي مثل : التسرب الكبير ، أو الحريق ، أو الانفجار في مجرى نشاط داخل منشأة ذات مخاطر كبرى ، ويتضمن مادة خطرة أو أكثر ، ويؤدي إلى خطر أكبر على العمال أو الجمهور أو البيئة عاجلاً أو آجلاً .",659,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة التاسعة والعشرون بعد المائة:,التاسعة والعشرون بعد المائة,129,129,"تضع الوزارة ضوابط لتحديد ""المنشآت ذات المخاطر الكبرى"" إستناداً إلى قائمة المواد الخطرة ، أو فئات هذه المواد أو كلتيهما .",https://www.hrsd.gov.sa/node/5576022,"الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة التاسعة والعشرون بعد المائة: - تضع الوزارة ضوابط لتحديد ""المنشآت ذات المخاطر الكبرى"" إستناداً إلى قائمة المواد الخطرة ، أو فئات هذه المواد أو كلتيهما .",120,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة الثلاثون بعد المائة:,الثلاثون بعد المائة,130,130,على أصحاب العمل بالتنسيق مع الوزارة تحديد وضع منشآتهم على أساس الضوابط المشار إليها في المادة التاسعة والعشرين بعد المائة من هذا النظام.,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة الثلاثون بعد المائة: - على أصحاب العمل بالتنسيق مع الوزارة تحديد وضع منشآتهم على أساس الضوابط المشار إليها في المادة التاسعة والعشرين بعد المائة من هذا النظام.,136,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة الحادية والثلاثون بعد المائة:,الحادية والثلاثون بعد المائة,131,131,يصدر الوزير اللوائح والقرارات التي تتضمن الترتيبات اللازمة على مستوى المنشأة للوقاية من المخاطر الكبرى ، وواجبات أصحاب العمل في هذا الخصوص ، وكذلك الترتيبات المتخذة لحماية الجمهور والبيئة خارج موقع كل منشأة ذات مخاطر كبرى ، وحقوق العمال وواجباتهم ، وغير ذلك من التدابير اللازمة لمنع الحوادث الكبرى والتقليل من مخاطر وقوعها والحد من آثارها .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة الحادية والثلاثون بعد المائة: - يصدر الوزير اللوائح والقرارات التي تتضمن الترتيبات اللازمة على مستوى المنشأة للوقاية من المخاطر الكبرى ، وواجبات أصحاب العمل في هذا الخصوص ، وكذلك الترتيبات المتخذة لحماية الجمهور والبيئة خارج موقع كل منشأة ذات مخاطر كبرى ، وحقوق العمال وواجباتهم ، وغير ذلك من التدابير اللازمة لمنع الحوادث الكبرى والتقليل من مخاطر وقوعها والحد من آثارها .,340,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة الحادية والثلاثون بعد المائة مكرر:,الحادية والثلاثون بعد المائة مكرر,131مكرر,131,يحدد الوزير - بقرار منه - المهن والأعمال التي تعد خطرة أو ضارة أو من شأنها أن تعرض العامل لأخطار أو أضرار غير عادية، والفئات التي يحظر - دائماً أو مؤقتاً - تشغيلها فيها أو يكون تشغيلها فيها بشروط خاصة، بما في ذلك مدى الحاجة إلى تحديد أوقات العمل لأي من تلك الفئات، وذلك بما يتوافق مع التزامات المملكة ذات الصلة الواردة في الاتفاقيات الدولية.,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة الحادية والثلاثون بعد المائة مكرر: - يحدد الوزير - بقرار منه - المهن والأعمال التي تعد خطرة أو ضارة أو من شأنها أن تعرض العامل لأخطار أو أضرار غير عادية، والفئات التي يحظر - دائماً أو مؤقتاً - تشغيلها فيها أو يكون تشغيلها فيها بشروط خاصة، بما في ذلك مدى الحاجة إلى تحديد أوقات العمل لأي من تلك الفئات، وذلك بما يتوافق مع التزامات المملكة ذات الصلة الواردة في الاتفاقيات الدولية.,341,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة الثانية والثلاثون بعد المائة:,الثانية والثلاثون بعد المائة,132,132,لا تسري أحكام هذا الفصل على المنشآت التي تخضع لفرع الأخطار المهنية من نظام التأمينات الاجتماعية .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة الثانية والثلاثون بعد المائة: - لا تسري أحكام هذا الفصل على المنشآت التي تخضع لفرع الأخطار المهنية من نظام التأمينات الاجتماعية .,97,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة الثالثة والثلاثين بعد المائة:,الثالثة والثلاثين بعد المائة,133,133,إذا أصيب العامل بإصابة عمل ، أو بمرض مهني ، فإن صاحب العمل يلتزم بعلاجه ، ويتحمل جميع النفقات اللازمة لذلك ، بطريقة مباشرة أو غير مباشرة ، بما فيها الإقامة في المستشفى ، والفحوص والتحاليل الطبية ، والأشعة ، والأجهزة التعويضية ، ونفقات الانتقال إلى أماكن العلاج .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة الثالثة والثلاثين بعد المائة: - إذا أصيب العامل بإصابة عمل ، أو بمرض مهني ، فإن صاحب العمل يلتزم بعلاجه ، ويتحمل جميع النفقات اللازمة لذلك ، بطريقة مباشرة أو غير مباشرة ، بما فيها الإقامة في المستشفى ، والفحوص والتحاليل الطبية ، والأشعة ، والأجهزة التعويضية ، ونفقات الانتقال إلى أماكن العلاج .,262,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة الرابعة والثلاثون بعد المائة:,الرابعة والثلاثون بعد المائة,134,134,تعد الإصابة إصابة عمل وفق ماهو منصوص عليه في نظام التأمينات الاجتماعية . وتعد الأمراض المهنية في حكم إصابات العمل ، كما يعد تاريخ أول مشاهدة طبية للمرض في حكم تاريخ الإصابة .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة الرابعة والثلاثون بعد المائة: - تعد الإصابة إصابة عمل وفق ماهو منصوص عليه في نظام التأمينات الاجتماعية . وتعد الأمراض المهنية في حكم إصابات العمل ، كما يعد تاريخ أول مشاهدة طبية للمرض في حكم تاريخ الإصابة .,174,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة الخامسة والثلاثون بعد المائة:,الخامسة والثلاثون بعد المائة,135,135,تعد في حكم الإصابة حالة الإنتكاس أو أي مضاعفة تنشأ عنها ، ويسري عليها بالنسبة للمعونة والعلاج ما يسري على الإصابة الأصلية .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة الخامسة والثلاثون بعد المائة: - تعد في حكم الإصابة حالة الإنتكاس أو أي مضاعفة تنشأ عنها ، ويسري عليها بالنسبة للمعونة والعلاج ما يسري على الإصابة الأصلية .,123,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة السادسة والثلاثون بعد المائة :,السادسة والثلاثون بعد المائة,136,136,تحدد الأمراض المهنية وفق جدول الأمراض المهنية المنصوص عليه في نظام التأمينات الاجتماعية وتحدد درجات العجز الدائم الكلي أو الجزئي وفق جدول دليل نسب العجز المنصوص عليه في النظام المذكور .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة السادسة والثلاثون بعد المائة : - تحدد الأمراض المهنية وفق جدول الأمراض المهنية المنصوص عليه في نظام التأمينات الاجتماعية وتحدد درجات العجز الدائم الكلي أو الجزئي وفق جدول دليل نسب العجز المنصوص عليه في النظام المذكور .,185,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة السابعة والثلاثون بعد المائة:,السابعة والثلاثون بعد المائة,137,137,للمصاب - في حالة عجزه المؤقت عن العمل الناتج من إصابة عمل - الحق في معونة مالية تعادل أجره كاملاً لمدة ستين يوماً ثم يستحق مقابلاً ماليًّا يعادل (75%) من أجره طوال المدة التي يستغرقها علاجه . فإذا بلغت مدة العلاج سنة أو تقرر طبيًّا عدم احتمال شفائه وحالته الصحية لا تمكنه من العمل ، عدت الإصابة عجزاً كليًّا ، وينهى العقد ويعوض عن الإصابة . ولا يكون لصاحب العمل حق في استرداد ما دفعه إلى المصاب خلال تلك السنة.,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة السابعة والثلاثون بعد المائة: - للمصاب - في حالة عجزه المؤقت عن العمل الناتج من إصابة عمل - الحق في معونة مالية تعادل أجره كاملاً لمدة ستين يوماً ثم يستحق مقابلاً ماليًّا يعادل (75%) من أجره طوال المدة التي يستغرقها علاجه . فإذا بلغت مدة العلاج سنة أو تقرر طبيًّا عدم احتمال شفائه وحالته الصحية لا تمكنه من العمل ، عدت الإصابة عجزاً كليًّا ، وينهى العقد ويعوض عن الإصابة . ولا يكون لصاحب العمل حق في استرداد ما دفعه إلى المصاب خلال تلك السنة.,410,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة الثامنة والثلاثون بعد المائة:,الثامنة والثلاثون بعد المائة,138,138,إذا نتج عن الإصابة عجز دائم كلي أو أدت الإصابة إلى وفاة المصاب فللمصاب أو المستحقين عنه الحق في تعويض يقدر بما يعادل أجره عن مدة ثلاث سنوات بحد أدنى قدره أربعة وخمسون ألف ريال . أما إذا نتج عن الإصابة عجز دائم جزئي ، فإن المصاب يستحق تعويضاً معادلاً لنسبة ذلك العجز المقدر ، وفقاً لجدول دليل نسب العجز المعتمد ، مضروبة في قيمة تعويض العجز الدائم الكلي .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة الثامنة والثلاثون بعد المائة: - إذا نتج عن الإصابة عجز دائم كلي أو أدت الإصابة إلى وفاة المصاب فللمصاب أو المستحقين عنه الحق في تعويض يقدر بما يعادل أجره عن مدة ثلاث سنوات بحد أدنى قدره أربعة وخمسون ألف ريال . أما إذا نتج عن الإصابة عجز دائم جزئي ، فإن المصاب يستحق تعويضاً معادلاً لنسبة ذلك العجز المقدر ، وفقاً لجدول دليل نسب العجز المعتمد ، مضروبة في قيمة تعويض العجز الدائم الكلي .,353,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة التاسعة والثلاثون بعد المائة:,التاسعة والثلاثون بعد المائة,139,139,لا يلزم صاحب العمل بما ورد في المواد الثالثة والثلاثين بعد المائة والسابعة والثلاثين بعد المائة والثامنة والثلاثين بعد المائة من هذا النظام إذا ثبت أي مما يأتي: أن العامل تعمد إصابة نفسه. أن الإصابة حدثت بسبب سوء سلوك مقصود من جانب العامل . أن العامل امتنع عن عرض نفسه على طبيب ، أو امتنع عن قبول معالجة الطبيب المكلف بعلاجه من قبل صاحب العمل دون سبب مشروع .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة التاسعة والثلاثون بعد المائة: - لا يلزم صاحب العمل بما ورد في المواد الثالثة والثلاثين بعد المائة والسابعة والثلاثين بعد المائة والثامنة والثلاثين بعد المائة من هذا النظام إذا ثبت أي مما يأتي: أن العامل تعمد إصابة نفسه. أن الإصابة حدثت بسبب سوء سلوك مقصود من جانب العامل . أن العامل امتنع عن عرض نفسه على طبيب ، أو امتنع عن قبول معالجة الطبيب المكلف بعلاجه من قبل صاحب العمل دون سبب مشروع .,358,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة الأربعون بعد المائة:,الأربعون بعد المائة,140,140,تحدد مسؤولية أصحاب العمل السابقين الذين اشتغل لديهم العامل المصاب بالمرض المهني على ضوء التقرير الطبي للطبيب المعالج ، ويلزم هؤلاء بالتعويض المنصوص عليه في المادة الثامنة والثلاثين بعد المائة من هذا النظام ، كل بنسبة المدة التي قضاها المصاب في خدمته ، بشرط أن تكون الصناعات أو المهن التي يمارسونها مما ينشأ عنها المرض الذي أصيب به العامل .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة الأربعون بعد المائة: - تحدد مسؤولية أصحاب العمل السابقين الذين اشتغل لديهم العامل المصاب بالمرض المهني على ضوء التقرير الطبي للطبيب المعالج ، ويلزم هؤلاء بالتعويض المنصوص عليه في المادة الثامنة والثلاثين بعد المائة من هذا النظام ، كل بنسبة المدة التي قضاها المصاب في خدمته ، بشرط أن تكون الصناعات أو المهن التي يمارسونها مما ينشأ عنها المرض الذي أصيب به العامل .,339,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثالث,المادة الحادية والأربعون بعد المائة:,الحادية والأربعون بعد المائة,141,141,تحدد بقرار من الوزير إجراءات الإبلاغ عن إصابات العمل .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثالث - المادة الحادية والأربعون بعد المائة: - تحدد بقرار من الوزير إجراءات الإبلاغ عن إصابات العمل .,54,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الرابع,المادة الثانية والأربعون بعد المائة:,الثانية والأربعون بعد المائة,142,142,على كل صاحب عمل أن يعد خزانة أو أكثر للإسعافات الطبية ، مزودة بالأدوية وغيرها ، مما يلزم للإسعافات الطبية الأولية . وتحدد اللائحة ما يجب أن تحتويه هذه الخزانة من وسائل الإسعافات الأولية وعددها ، وكميات الأدوية ، وكذلك تنظيم وسائل حفظها وشروط من يقوم بمهمة الإسعافات ومستواه .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الرابع - المادة الثانية والأربعون بعد المائة: - على كل صاحب عمل أن يعد خزانة أو أكثر للإسعافات الطبية ، مزودة بالأدوية وغيرها ، مما يلزم للإسعافات الطبية الأولية . وتحدد اللائحة ما يجب أن تحتويه هذه الخزانة من وسائل الإسعافات الأولية وعددها ، وكميات الأدوية ، وكذلك تنظيم وسائل حفظها وشروط من يقوم بمهمة الإسعافات ومستواه .,275,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الرابع,المادة الثالثة والأربعون بعد المائة:,الثالثة والأربعون بعد المائة,143,143,على كل صاحب عمل أن يعهد إلى طبيب أو أكثر بفحص عماله المعرضين لاحتمال الإصابة بأحد الأمراض المهنية المحددة في جداول الأمراض المهنية - المنصوص عليها في نظام التأمينات الاجتماعية - فحصاً شاملاً مرة كل سنة على الأقل ، وأن يثبت نتيجة ذلك الفحص في سجلاته ، وكذلك في ملفات أولئك العمال .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الرابع - المادة الثالثة والأربعون بعد المائة: - على كل صاحب عمل أن يعهد إلى طبيب أو أكثر بفحص عماله المعرضين لاحتمال الإصابة بأحد الأمراض المهنية المحددة في جداول الأمراض المهنية - المنصوص عليها في نظام التأمينات الاجتماعية - فحصاً شاملاً مرة كل سنة على الأقل ، وأن يثبت نتيجة ذلك الفحص في سجلاته ، وكذلك في ملفات أولئك العمال .,280,active
8,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الرابع,المادة الرابعة والأربعون بعد المائة:,الرابعة والأربعون بعد المائة,144,144,على صاحب العمل أن يوفر لعماله العناية الصحية الوقائية والعلاجية طبقأ للمستويات التي يقررها الوزير ، مع مراعاة ما يوفره نظام الضمان الصحي التعاوني .,https://www.hrsd.gov.sa/node/5576022,الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الرابع - المادة الرابعة والأربعون بعد المائة: - على صاحب العمل أن يوفر لعماله العناية الصحية الوقائية والعلاجية طبقأ للمستويات التي يقررها الوزير ، مع مراعاة ما يوفره نظام الضمان الصحي التعاوني .,147,active
